name,sqm,year_built,Price(EGP),Price/Sqm,has_main_facilities,has_security_features,has_parking_safety,has_building_facilities,has_other_features,HighFloor,LowFloor,MidFloor,FloorNumber,BuildingNumber,UnitNumber,has_modern,has_facilities,has_green_view,has_water_feature,Bedroom_0,Bedroom_1,Bedroom_2,Bedroom_3,Bedroom_above 3,Bathroom_0,Bathroom_1,Bathroom_2,Bathroom_above 2,city_Cairo,city_Mansoura,city_Mersa Matruh,city_New Administrative Capital,city_New Cairo,city_North Coast,city_Old Cairo,governorate_Alexandria,governorate_Cairo,governorate_Dakahlia,governorate_Matrouh,propertyCategory_Commercial,propertyCategory_Residential,propertySubType_Apartment (Residential - Multi-Story Units),propertySubType_Office,propertySubType_Others(very rare),propertySubType_Residential - Attached Houses,propertySubType_Retail,Is sqm outlier,Is Price/Sqm outlier,Is Price(EGP) outlier,Is BuildingNumber outlier,Is FloorNumber outlier,Is UnitNumber outlier,log(sqm),log(price),log(price/sqm)
Downtown commercial,338.0,2025,34826000,103035.503,1,1,0,0,1,0,1,0,0,14,1407,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,False,False,True,False,False,False,5.823045895483019,17.365874792221465,11.542828897140446
PODIA,98.0,2025,12931000,131948.9796,0,1,1,0,1,1,0,0,9,7,916,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,False,True,False,False,False,False,4.584967478670572,16.37513808727799,11.790170608669284
Alamain (Latin District),92.86,2025,1810000,19491.7079,1,1,0,0,1,0,0,1,3,21,5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.531092982591776,14.408837403242009,9.877744418215979
Alamain (Latin District),205.01,2025,10916000,53246.1831,1,1,0,0,1,0,1,0,0,3,3,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.323058758436484,16.205740160810365,10.882681402129379
Mamsha Avenue,390.0,2025,12147000,31146.1538,1,1,0,0,1,0,0,1,5,15,15,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,True,False,False,False,False,False,5.966146739123692,16.31259278368241,10.346446043076869
Downtown commercial,232.0,2025,20518000,88439.6552,1,1,0,0,1,0,1,0,0,3,303,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,False,False,False,False,False,False,5.44673737166631,16.836813107629794,11.390075736275406
Alamain (Latin District),92.86,2025,8192000,88218.824,1,1,0,0,1,0,0,1,4,7,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.531092982591776,15.918668626261425,11.387575643259494
PODIA,60.0,2025,15397000,256616.6667,0,1,1,0,1,0,1,0,1,7,101,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,False,True,False,False,False,False,4.0943445622221,16.549683243212055,12.455338681119851
Zahya,504.0,2024,11616000,23047.619,1,1,0,1,0,0,1,0,0,3,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,True,False,False,False,False,False,6.222576268071369,16.267894016046714,10.04531774590923
Jade Park,220.0,2025,8433000,38331.8182,1,0,1,1,0,0,1,0,1,3,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.393627546352362,15.947663138556779,10.554035592678744
Maspero Business Tower Nile Heights,184.0,2023,12529000,68092.3913,1,1,0,0,1,1,0,0,9,9,902,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,False,False,False,False,False,False,5.214935757608986,16.34355651522769,11.128620757554852
Downtown commercial,200.0,2025,20540000,102700.0,1,1,0,0,1,0,1,0,0,8,830,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,False,False,False,False,False,False,5.298317366548036,16.837884762464686,11.53956739591665
Zahya,410.0,2024,10154000,24765.8537,1,1,0,1,0,0,1,0,0,3,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,True,False,False,False,False,False,6.016157159698354,16.133378274489477,10.11722111646534
Alamain (Latin District),134.23,2025,7240000,53937.2718,1,1,0,0,1,0,0,1,4,7,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.899554746499545,15.7951317643619,10.895577016994123
T- Residences,130.0,2024,2945154,22655.0308,1,1,0,0,0,0,1,0,1,3,14,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,4.867534450455582,14.895671665721018,10.028137216623598
Alamain (Latin District),92.86,2025,6406000,68985.5697,1,1,0,0,1,0,0,1,6,2,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.531092982591776,15.67274560915124,11.14165262692506
Alamain (Latin District),92.86,2025,4329000,46618.5656,1,1,0,0,1,0,1,0,1,2,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.531092982591776,15.280847126424117,10.749754144205639
Alamain (Latin District),92.86,2025,8211000,88423.4331,1,1,0,0,1,0,0,1,4,4,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.531092982591776,15.920985276690926,11.389892293814897
PODIA,75.0,2025,20647000,275293.3333,0,1,1,0,1,0,1,0,1,7,104,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,False,True,False,False,False,False,4.31748811353631,16.843080588367016,12.525592474709622
Maspero Business Tower Nile Heights,184.0,2023,12529000,68092.3913,1,1,0,0,1,0,0,1,4,4,402,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,False,False,False,False,False,False,5.214935757608986,16.34355651522769,11.128620757554852
Alamain (Latin District),125.15,2025,6751000,53943.2681,1,1,0,0,1,0,0,1,5,2,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.829513017877783,15.725201200024008,10.895688182548387
Alamain (Latin District),201.93,2025,10890000,53929.5796,1,1,0,0,1,0,1,0,2,7,3,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.307921102690732,16.203355494909143,10.895434393010698
Alamain (Latin District),133.5,2025,7201000,53940.0749,1,1,0,0,1,0,0,1,6,2,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.894101477840304,15.789730463231004,10.89562898527266
Alamain (Latin District),213.71,2025,11485000,53741.051,1,1,0,0,1,0,0,1,3,3,3,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.3646199558021,16.256552394105334,10.891932439105151
T- Residences,120.0,2024,2718604,22655.0333,1,1,0,0,0,0,1,0,1,12,13,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,4.787491742782046,14.815629071227749,10.028137326974358
New Garden City,89.0,2025,3912000,43955.0562,1,1,0,0,0,0,1,0,0,722,722,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,True,False,False,4.48863636973214,15.179559310136845,10.690922940864828
AlMaqsad Park,156.0,2025,5071000,32506.4103,1,1,0,0,1,0,1,0,2,13,1323,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.049856007249537,15.439048594777157,10.389192588868578
New Garden City,89.0,2025,4023000,45202.2472,1,1,0,0,0,0,1,0,2,722,72226,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,True,False,True,4.48863636973214,15.207538450931926,10.718902081398642
New Garden City,211.0,2025,8839000,41890.9953,1,1,0,0,0,0,0,1,4,722,722411,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,True,False,True,5.351858133476067,15.994684306043085,10.64282617350604
Mamsha Avenue,171.0,2025,6032000,35274.8538,1,1,0,0,1,0,1,0,1,22,22,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.14166355650266,15.61258918866993,10.470925632134113
BEGONIA,148.0,2025,8606000,58148.6486,0,1,0,0,1,0,0,1,4,6,644,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.997212273764115,15.967970192380681,10.970757917779942
Zahya,773.7,2024,18503000,23914.9541,1,1,0,1,0,0,1,0,0,3,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,True,False,False,False,False,False,6.651184201555409,16.733443439063855,10.082259236815043
T- Residences,120.0,2024,2617915,21815.9583,1,1,0,0,0,0,1,0,0,11,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,4.787491742782046,14.777888757392432,9.990397013082454
Alamain (Latin District),197.18,2025,10635000,53935.4904,1,1,0,0,1,0,0,1,7,7,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.284117017146896,16.179661006616474,10.895543989194262
T- Residences,120.0,2024,2718604,22655.0333,1,1,0,0,0,0,0,1,3,4,33,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,4.787491742782046,14.815629071227749,10.028137326974358
Jade Park,225.0,2025,9302000,41342.2222,1,0,1,1,0,0,0,1,6,3,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.41610040220442,16.04573998876618,10.62963958602424
T- Residences,130.0,2024,2945154,22655.0308,1,1,0,0,0,0,1,0,1,10,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,4.867534450455582,14.895671665721018,10.028137216623598
PODIA,91.5,2025,12182000,133136.612,0,1,1,0,1,1,0,0,10,7,1004,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,False,True,False,False,False,False,4.516338972281476,16.31547001037857,11.799131037932915
Alamain (Latin District),215.9,2025,11066000,51255.2107,1,1,1,0,0,0,0,1,7,6,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.3748153375207615,16.219387902440193,10.844572564027509
New Garden City,282.0,2025,11471000,40677.305,1,1,0,0,0,0,0,1,4,883,88344,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,True,False,True,5.641907070938114,16.255332669263403,10.613425599197054
T- Residences,120.0,2024,2668259,22235.4917,1,1,0,0,0,0,0,1,5,3,52,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,4.787491742782046,14.796936757767806,10.009445016484865
T- Residences,130.0,2024,2945154,22655.0308,1,1,0,0,0,0,0,1,6,10,61,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,4.867534450455582,14.895671665721018,10.028137216623598
Podia Plaza – Commercial for Sale,132.5,2025,45467000,343147.1698,0,1,1,0,1,0,1,0,0,7,79,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,False,True,True,False,False,False,4.886582645426277,17.63249734605695,12.745914700597682
T- Residences,120.0,2024,2668259,22235.4917,1,1,0,0,0,0,0,1,6,12,62,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,4.787491742782046,14.796936757767806,10.009445016484865
Alamain (Latin District),94.61,2025,3226000,34097.8755,1,1,0,0,1,0,0,1,7,15,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.549763178716353,14.98675353766729,10.436990359277969
New Garden City,166.0,2025,6956000,41903.6145,1,1,0,0,0,0,0,1,7,645,64576,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,True,False,True,5.111987788356544,15.75511515445631,10.643127367106093
BEGONIA,246.0,2025,16849000,68491.8699,0,1,0,0,1,0,1,0,1,7,714,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.5053315359323625,16.639801865820523,11.134470329615146
T- Residences,130.0,2024,2945154,22655.0308,1,1,0,0,0,0,0,1,4,12,44,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,4.867534450455582,14.895671665721018,10.028137216623598
Zahya,328.0,2024,11400000,34756.0976,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,False,False,False,False,False,False,5.793013608384144,16.249123913364723,10.456110306103387
Alamain (Latin District),231.94,2025,7419000,31986.7207,1,1,0,0,1,0,1,0,1,12,5,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.446478717528557,15.819554835171663,10.373076117529614
Alamain (Latin District),214.59,2025,11852000,55230.9054,1,1,1,0,0,0,0,1,7,2,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.368729230788402,16.288007187675593,10.919277956025395
Jade Park,315.0,2025,12166000,38622.2222,1,0,1,1,0,0,0,1,3,2,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.752572638825633,16.314155733862787,10.561583094461781
Alamain (Latin District),92.86,2025,3008000,32392.8495,1,1,0,0,1,0,0,1,6,2,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.531092982591776,14.916785964051867,10.385692982979373
BEGONIA,108.0,2025,6465000,59861.1111,0,1,0,0,1,0,0,1,4,5,547,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.68213122712422,15.681913570188096,10.99978234287826
Alamain (Latin District),92.86,2025,6490000,69890.1572,1,1,0,0,1,0,0,1,4,2,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.531092982591776,15.685773088680273,11.154680105717464
Downtown commercial,221.0,2025,19545000,88438.914,1,1,0,0,1,0,1,0,0,1,135,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,False,False,False,False,False,False,5.3981627015177525,16.78823005720919,11.390067355384456
Mamsha Avenue,392.0,2025,12091000,30844.3878,1,1,0,0,1,0,0,1,5,21,21,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,True,False,False,False,False,False,5.971261839790462,16.307971932156384,10.33671009382155
Alamain (Latin District),212.03,2025,10761000,50752.252,1,1,1,0,0,0,1,0,1,6,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.356727774094459,16.19143904518253,10.834711270303757
T- Residences,133.0,2024,3013119,22655.0301,1,1,0,0,0,0,0,1,5,12,54,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,4.890349128221754,14.918486312851927,10.028137185725383
Downtown commercial,180.0,2025,18486000,102700.0,1,1,0,0,1,0,1,0,0,14,1401,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,False,False,False,False,False,False,5.19295685089021,16.73252424680686,11.53956739591665
New Garden City,211.0,2025,8839000,41890.9953,1,1,0,0,0,0,0,1,3,722,722311,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,True,False,True,5.351858133476067,15.994684306043085,10.64282617350604
T- Residences,120.0,2024,2668259,22235.4917,1,1,0,0,0,0,0,1,6,10,62,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,4.787491742782046,14.796936757767806,10.009445016484865
Downtown commercial,266.0,2025,24210000,91015.0376,1,1,0,0,1,0,1,0,0,3,305,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,False,False,True,False,False,False,5.583496308781699,17.002276328914242,11.41878002019863
Alamain (Latin District),211.32,2025,10830000,51249.2902,1,1,0,0,1,0,1,0,2,20,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.353373572296115,16.197830618977175,10.844457047148648
BEGONIA,148.0,2025,8357000,56466.2162,0,1,0,0,1,0,1,0,2,6,624,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.997212273764115,15.938610068983573,10.941397794932273
Alamain (Latin District),208.12,2025,5208000,25024.0246,1,1,0,0,1,0,1,0,1,12,5,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.338114836422103,15.465706462870543,10.12759162640082
Maspero mall,176.0,2023,21716000,123386.3636,1,1,0,0,1,0,1,0,0,20,20,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,False,True,False,False,False,False,5.170483995038151,16.89355987400748,11.723075878674614
Downtown commercial,226.0,2025,32889000,145526.5487,1,1,0,0,1,0,1,0,0,1,121,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,False,True,True,False,False,False,5.420534999272286,17.308648813324787,11.888113814241013
AlMaqsad Park,158.0,2025,4806000,30417.7215,1,1,0,0,1,0,0,1,7,12,1271,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.062595033026967,15.385375695278551,10.322780661627364
Zahya,410.0,2024,10578000,25800.0,1,1,0,1,0,0,1,0,0,3,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,True,False,False,False,False,False,6.016157159698354,16.174286930608062,10.158129770909708
New Garden City,164.0,2025,7219000,44018.2927,1,1,1,0,0,0,0,1,7,645,64572,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,True,False,True,5.099866427824199,15.792226997121299,10.692360569684965
T- Residences,130.0,2024,2945154,22655.0308,1,1,0,0,0,0,1,0,2,11,24,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,4.867534450455582,14.895671665721018,10.028137216623598
Blu Vert,224.0,2025,23939000,106870.5357,1,1,0,0,1,0,1,0,0,26,26,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,False,False,True,False,False,False,5.4116460518550396,16.99101948612726,11.57937343413855
New Garden City,369.0,2025,14590000,39539.2954,1,1,0,0,0,0,1,0,2,883,88323,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,True,False,True,5.910796644040527,16.49584692049897,10.585050276636645
BEGONIA,148.0,2025,8357000,56466.2162,0,1,0,0,1,0,0,1,5,6,654,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.997212273764115,15.938610068983573,10.941397794932273
Alamain (Latin District),122.9,2025,4607000,37485.7608,1,1,0,0,1,0,0,1,3,21,5,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.811371016571989,15.343087443918055,10.531716427849647
T- Residences,130.0,2024,2945154,22655.0308,1,1,0,0,0,0,0,1,5,11,51,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,4.867534450455582,14.895671665721018,10.028137216623598
Alamain (Latin District),246.8,2025,9161000,37119.1248,1,1,0,0,1,0,0,1,4,2,5,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.508578292031233,16.030465900997346,10.521887609035975
Zahya,410.0,2024,10506000,25624.3902,1,1,0,1,0,0,1,0,0,3,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,True,False,False,False,False,False,6.016157159698354,16.167457080496042,10.151299919084384
Downtown commercial,167.0,2025,17151000,102700.5988,1,1,0,0,1,0,1,0,0,14,1402,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,False,False,False,False,False,False,5.117993812416755,16.65756703891422,11.539573226474142
Jade Park,320.0,2025,9645000,30140.625,1,0,1,1,0,1,0,0,8,3,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.768320995793772,16.081950204321966,10.313629208528194
Alamain (Latin District),230.55,2025,7375000,31988.7226,1,1,0,0,1,0,1,0,1,13,5,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.440467758652715,15.813606460190158,10.373138700917782
Alamain (Latin District),134.19,2025,6812000,50763.8423,1,1,1,0,0,0,1,0,1,3,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,4.899256706112866,15.734196320764715,10.834939614393042
BEGONIA,246.0,2025,15350000,62398.374,0,1,0,0,1,0,1,0,1,7,712,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.5053315359323625,16.54662603199748,11.041294496325705
Alamain (Latin District),92.86,2025,4037000,43474.047,1,1,0,0,1,0,1,0,1,6,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.531092982591776,15.211012399835077,10.679919418338175
Zahya,498.0,2024,11502000,23096.3855,1,1,0,1,0,0,1,0,0,3,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,True,False,False,False,False,False,6.210600077024653,16.258031491255835,10.047431412405414
Alamain (Latin District),173.02,2025,8782000,50757.1379,1,1,0,0,1,0,1,0,1,16,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.153407194752228,15.9882147301038,10.834807535289855
Maspero Business Tower Nile Heights,176.0,2023,11395000,64744.3182,1,1,0,0,1,0,0,1,6,6,606,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,False,False,False,False,False,False,5.170483995038151,16.248685220661923,11.078201225904595
New Garden City,393.0,2025,15978000,40656.4885,1,1,0,0,0,1,0,0,9,883,88392,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,True,False,False,True,False,True,5.973809611869261,16.586723334024125,10.612913720934435
Alamain (Latin District),239.22,2025,6041000,25252.9053,1,1,0,0,1,0,0,1,4,12,5,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.477383630621318,15.614080119120878,10.13669648947059
VALORY,46.0,2025,15077304,327767.4783,0,1,1,0,1,1,0,0,37,7,21,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,False,True,False,False,True,False,3.828641396489095,16.528701124720214,12.700059728350505
T- Residences,110.0,2024,2445904,22235.4909,1,1,0,0,0,0,1,0,0,11,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,4.700480365792417,14.70992534670761,10.009444980506348
T- Residences,122.0,2024,2763914,22655.0328,1,1,0,0,0,0,0,1,5,3,53,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,4.804021044733257,14.832158349058574,10.028137304904208
